"assignee_id"	"assignee_type"	"disambig_assignee_individual_name_first"	"disambig_assignee_individual_name_last"	"disambig_assignee_organization"
"org_HW9UhWh1bxZocOxize2d"	2	NA	NA	"Excellon Industries"
"org_Hwa3pewzxkjveIAZ6qw6"	2	NA	NA	"Ciga-Geigy Corporation"
"org_hWiiZXvnifAzhD5uB3ns"	3	NA	NA	"Orpegen Pharma GmbH"
"org_hwit7Srsvb8GTXAS3M5X"	2	NA	NA	"Genocea Biosciences, Inc."
"org_HwkZTMHcn7zmwC5shkKm"	2	NA	NA	"GVI Technology Partners, Ltd."
"org_HWP0jCNOCOngTVATAF29"	3	NA	NA	"EBM-PAPST St. Georgen GmbH & Co. KG"
"org_hwTCCcSZruCD2LBLdZ5v"	2	NA	NA	"Veritas Technologies LLC"
"org_HwX7watygQXKxqBuQj0W"	3	NA	NA	"HGST Netherlands B.V."
"org_hx4JZrW1Qu9hY5w0RHHK"	3	NA	NA	"List Holding AG"
"org_hxA8lxFHaTYOEHs8S49r"	3	NA	NA	"Macpod Enterprises Ltd."
"org_HxbqnPN14ZHz4bYauASk"	2	NA	NA	"Sandia Corporation"
"org_HxDKSzmz58hEykBqgQwk"	2	NA	NA	"G&D, Inc."
"org_hXFvh7Koioy0tGaomYWZ"	3	NA	NA	"Hoppe Holding AG"
"org_hxIFXnnTwZBAjmzmhE9j"	2	NA	NA	"Aurora Algae, Inc."
"org_HxL6l6M4OubaNubwNWd8"	2	NA	NA	"Cross Bay Medical, Inc."
"org_HXonf2N0ES5fB2fA7hex"	2	NA	NA	"Infinera Corporation"
"org_HxPEpUTlGVIL2aIQKNc1"	2	NA	NA	"Coextruded Plastic Technologies, Inc."
"org_HxQrKqhCe4pVSSah7p6B"	2	NA	NA	"Biotechnology Research and Development Corporation"
"org_HxsJXYUiJBWsf9Yn9Zx3"	2	NA	NA	"Manecomp Corporation"
"org_hXXgwkySrkAOBUjk1VYN"	2	NA	NA	"ProvisionGard Technology LLC"
"org_hy3O0fCJpV8wlcdVEoIh"	2	NA	NA	"Hughes Electronics Corporation"
"org_HyC8DW1GBCaGvhmcOTv7"	3	NA	NA	"Carlgrens Ergonomi AB"
"org_HYDpE7SqFaLSXmKypQMC"	2	NA	NA	"Electronics Arts Inc."
"org_hYduSZNcwUM7rTEL8Bbz"	2	NA	NA	"Symetrix Corporation"
"org_hYjLsqcGAIxJayQNADPJ"	3	NA	NA	"WUHAN CHINA STAR OPTOELECTRONICS TECHNOLOGY CO., LTD."
"org_HYL4dJSfzZKkzd455EWE"	2	NA	NA	"M/A-Com, Inc."
"org_HYm7ivfwBsqDiaOXUrIv"	3	NA	NA	"Haldex Brake Products AB"
"org_HYrQ1UUAH59lzPCREU8X"	2	NA	NA	"SolarBridge Technologies, Inc."
"org_HyYk2hZVYyLTqSoxRcmK"	3	NA	NA	"Canlyte Inc."
"org_hz7bLxLiGNBfMaFoHlBM"	2	NA	NA	"Owens-Illinois Glass Container Inc."
"org_HZ9eg7zKAyPoZ5lvOAI8"	2	NA	NA	"RingCentral, Inc."
"org_HZAUvxLFPk5bd64DfX8F"	3	NA	NA	"J. Eberspaecher GmbH & Co. KG"
"org_HZDs2OoFWDMMVRmtPU0z"	3	NA	NA	"NAVICO HOLDING AS"
"org_HZgp60AEQgKJONbOWXry"	2	NA	NA	"NICIRA, INC."
"org_hZorsNBZUraF36VspSYg"	3	NA	NA	"1e Limited"
"org_hZpgMC3Ce4qABqxlyblF"	3	NA	NA	"B<>COM"
"org_HZRqGpy8NzLlplYcHZtU"	2	NA	NA	"Agfa Division, Bayer Corporation"
"org_HZrWeI7sS7CdcFWgSuA9"	2	NA	NA	"SnapTrack, Inc."
"org_hZSDOjukLHle7fQbbERY"	2	NA	NA	"Phillips 66 Company"
"org_HzsoZwOnwC4lZZXkBqZr"	3	NA	NA	"KOREA INSTITUTE OF OCEAN SCIENCE & TECHNOLOGY"
"org_HztRpW005Pt95xNJgAd9"	2	NA	NA	"Hood Technology Corporation"
"org_HzvxGeaRbU33balCt96V"	3	NA	NA	"Aker Kvaerner Subsea AS"
"org_HZyWjnorijdDqcH2ehAi"	2	NA	NA	"SL Patent Holdings LLC"
"org_HzZLsqSMlJfl3528BLf8"	3	NA	NA	"Hon Hai Precision Industry Co., Ltd."
"org_I08slYPXgLzSkg4D3nxc"	3	NA	NA	"Daewoo Electronics Co., Ltd."
"org_I0EXUWZGJp9rY5zprm6M"	2	NA	NA	"Genentech, Inc."
"org_i0eYTlN2nT4OaUvQfQBv"	3	NA	NA	"Astec International Limited"
"org_i0fZ5jU7UUJRkoOUjr6p"	2	NA	NA	"Oratec Interventions, Inc."
"org_I0J5Bux0rdcNKlNPbCph"	2	NA	NA	"RF Micro Devices, Inc."
"org_I0lBJaBs55DO8CVjL2dm"	3	NA	NA	"Dornier GmbH"
"org_i0ljkvldE2MMt4qbgzId"	3	NA	NA	"WOCO AVS GmbH"
"org_I0m0IDUhsjUXvGZxe47X"	2	NA	NA	"PARKXL, LLC"
"org_I0r8iCBiaFfFPdEaAEi5"	2	NA	NA	"Technadyne Engineering Corporation"
"org_i0YxAxtxuVdfOOfGJEHb"	2	NA	NA	"Tech Friends, Inc."
"org_i0zIn48z1PWDNAX5FPzg"	2	NA	NA	"Edlon, Inc."
"org_I15tidtJwnqLvoYUVtkq"	3	NA	NA	"Sumitomo Chemical Company, Limited"
"org_i1CTePSZwUFxfCiALTef"	3	NA	NA	"SG Gaming ANZ Pty Ltd"
"org_i1DsFjiMBtHCfwItYT39"	3	NA	NA	"Yhtyneet Paperitehtaat Oy"
"org_I1dwdX791gWwestYAm5U"	3	NA	NA	"K-TRONICS (SU ZHOU) TECHNOLOGY CO., LTD."
"org_i1hcO8ItqddeRlJYMTYu"	3	NA	NA	"Clariant Produkte (Deutschland) GmbH"
"org_i1nPnAkUkO9x4ZpjIKpk"	2	NA	NA	"Mistretta Medical, LLC"
"org_I1Op51bsxxcE55AifQrN"	3	NA	NA	"Kabushiki Kaisha Sangi"
"org_i1PqJPVz1tuklhAOQSRS"	3	NA	NA	"Esperanza y Cia, S.A."
"org_I1rUgJdGZySh7si3EmmZ"	2	NA	NA	"International Hydron Corporation"
"org_i1XEGLbytJsaqfjDRwWa"	3	NA	NA	"CO2 PAC LIMITED"
"org_I2gTIjvZxGDeyaTEyqIr"	2	NA	NA	"Antek Peripherals, Inc."
"org_I2hZwZOVycmr6Y0cXPAS"	2	NA	NA	"Richardson Chemical Company"
"org_i2nbxfHNkFiNhXmQSUtd"	2	NA	NA	"CFR Corporation"
"org_I2p3s5qMJEAIKLDvCUxg"	2	NA	NA	"Fori Automation, Inc."
"org_I2rvasQUNDwOxhESwDI1"	2	NA	NA	"Chicago Dryer Company"
"org_I36UeWnnu04oClmIKXBC"	3	NA	NA	"Targit A/S"
"org_I3Iq1GKNXTg1sC7KE4g5"	3	NA	NA	"Kabushiki Kaisha Maki Seisakusho"
"org_i3nHqfh2JB5avytDfCCG"	2	NA	NA	"Imation Corp."
"org_i3OdAdXI5N7mCnq6sgsQ"	2	NA	NA	"Ulysses ESD, Inc."
"org_I3UEQGsQUEjqlBs40E1V"	3	NA	NA	"Sitrex S.r.L."
"org_I3wN03GL6xTFEaFHsTBY"	2	NA	NA	"Kidde Technologies, Inc."
"org_i49meC6XVOv5X3Rcfu3A"	2	NA	NA	"Komline-Sanderson Engineering Corporation"
"org_i4bwAwn0K8E58hkSXI6C"	3	NA	NA	"Transnorm System GmbH"
"org_I4NQG8trtbw5H0ibRjpP"	2	NA	NA	"Palo Alto Research Center Incorporated"
"org_I50bwdldHOQZVkpfP5zK"	2	NA	NA	"CELONOVA STENT, INC."
"org_I5AFrdKH1qO8KXToJLMZ"	2	NA	NA	"Beckman Coulter, Inc."
"org_I5aXAOfm0jVWnf6Tu30Q"	3	NA	NA	"Ikegami Tsushinki Co., Ltd."
"org_I5HiukXK0m1HeLQpq63Y"	2	NA	NA	"E. I. du Pont de Nemours and Company"
"org_I5hvwzozKS3JplrA9CYp"	2	NA	NA	"Chemtron Research LLC"
"org_i5jATgM0dOkRYsxCxj7i"	2	NA	NA	"J.H. Emerson Company"
"org_I5qIpWLE5rMHPjdL6suG"	2	NA	NA	"P-Wave Holdings, LLC"
"org_i61VGIXRGgH3DSk3gPsP"	3	NA	NA	"Carl Zeiss Sports Optics GmbH"
"org_i6DppfGMegOZnB2nRpXx"	3	NA	NA	"OZ-TEC CO., LTD."
"org_I6dxBgg9ErkTlMrvdyxt"	3	NA	NA	"GRAMMER AG"
"org_i6iBOTgpPLFusXWkiegX"	2	NA	NA	"Sealand Technology, Inc."
"org_i6rpcQWph2mzytlhmFDk"	2	NA	NA	"Strato Medical Corporation"
"org_i6sEtryyGWuZAZBeMJbl"	2	NA	NA	"JX Crystals Inc."
"org_i6tM27YyfndIRv1RiKAC"	2	NA	NA	"Akzona Incorporated"
"org_i6U6zFYR7PCa3CSzguxy"	2	NA	NA	"Intrabay Automation, Inc."
"org_I6zKvDCvveZHKluRH8Ze"	3	NA	NA	"The University of Liverpool"
"org_i77bxPd7meEIlUwZ17JB"	3	NA	NA	"DigitalOptics Corporation Europe Limited"
"org_I7Ah3z0EvpaRuLAn2X9u"	2	NA	NA	"CARLISLE FLUID TECHNOLOGIES, INC."
"org_I7b0b61EbHyqYDa5u0yT"	2	NA	NA	"TLC Precision Wafer Technology, Inc."
"org_I7EMtENjICPasKP7rCX3"	3	NA	NA	"Gigaphoton Inc."
"org_I7fIoj8tXfTRrfoq8Sfo"	2	NA	NA	"Silicon Technology Corporation"
"org_i7gRDsPuPminGIeLXuI8"	3	NA	NA	"Ontario Inc."
"org_I7qyqymuPNX7wBpanbx8"	2	NA	NA	"American Apiary Farm Company"
"org_I7ygSZ9hD24lkwuRwpO7"	2	NA	NA	"Edgecraft Corporation"
"org_I84R91yk0gIWXhhuD52I"	2	NA	NA	"Promega Corporation"
"org_I883wIdzxrH1nhm5jJHZ"	2	NA	NA	"ATI Properties, Inc."
"org_i8AoWjqqpdfQkM1JGphh"	2	NA	NA	"Oxford Biomedical Technologies, Inc."
"org_i8H9gglFima7sW15cwLq"	2	NA	NA	"Philips Lumileds Lighting Company, LLC"
"org_i8T8dFBaKEKGaNj0Xuq1"	3	NA	NA	"Shinwa Pharmaceutical Co., Ltd."
"org_i8VITDYgmEfiyk4YL46R"	2	NA	NA	"Lyall Assemblies, Inc."
"org_I97Mfkhmetlfb9WudNjX"	3	NA	NA	"Sachs-Dolmar GmbH"
"org_i9FYQ2Oen0iK95sYyDQt"	3	NA	NA	"Ashimori Industry Co., Ltd."
"org_I9imDct58UM73rqnOsDI"	2	NA	NA	"Michigan Technological University"
"org_I9Ofj7CKP3ASzAQwgZXk"	2	NA	NA	"CertainTeed Corporation"
"org_i9OvskYRd7fN9c7Aqopr"	3	NA	NA	"Toyo Tire & Rubber Co., Ltd."
"org_I9TDvI3d2ztsIosY5Ff9"	3	NA	NA	"Societa Italiana Telecomunicazioni Siemens S.p.A."
"org_IA1oLTXUwlxFWYngcJ7g"	3	NA	NA	"Regie Nationale des Usines Renault"
"org_Ia51cxNORzDaQlNcwrKF"	3	NA	NA	"Istituto di Ricerche di Biologia Molecolare P. Angeletti S.p.A."
"org_ia6WcXoVSJZAsI8n5p0C"	3	NA	NA	"Cameca"
"org_IA9rBSEUg3Yus9Hw1vkE"	2	NA	NA	"Moen Incorporated"
"org_IadECAsbww7MS4SBXaTD"	3	NA	NA	"Hitachi Media Electronics Co., Ltd."
"org_IaDUYpEEntFCazcES53a"	3	NA	NA	"TRW United Carr GmbH & Co. KG"
"org_IaecLwOfb0Bl2cAmYj67"	2	NA	NA	"24M Technologies, Inc."
"org_IAg5HAsFdXNcfDKbZ8DY"	2	NA	NA	"Datalogic USA, Inc."
"org_IaGmT2GWzP2kI3dfPw10"	3	NA	NA	"Allied Material Corp."
"org_IaGXlWU8czactRgpYjws"	2	NA	NA	"SUN PATENT TRUST"
"org_IaJKGCNvdGym8EZxD9wN"	2	NA	NA	"Cherry Semiconductor Corporation"
"org_iao3VwfkIOpuVtMmbNU3"	2	NA	NA	"Biogen Idec MA Inc."
"org_iaOxciuoC0mvW6129ctl"	2	NA	NA	"Medicus Biosciences LLC"
"org_IasLL0Fb0o4NNQO40Fe1"	2	NA	NA	"SHIELDX NETWORKS, INC."
"org_iawUl2DF1dcf6IFgDWAn"	2	NA	NA	"CLOVER TECHNOLOGIES GROUP, LLC"
"org_Ib3pa66CGv89K9l0yJvQ"	2	NA	NA	"Federal-Mogul World Wide, Inc."
"org_Ib7QM8JXq0buOCqXw1UL"	2	NA	NA	"St. Amand Manufacturing Co., Inc."
"org_IBcunccH779G4wXuLdaS"	2	NA	NA	"JCBD, LLC"
"org_ibHTbrDmpmh3AeIVASBe"	3	NA	NA	"Saab AB"
"org_ibMx80ANnhHA6lRDUQ0v"	3	NA	NA	"British Gas Corporation"
"org_iboQiNmSBAeF3Z1Y6T1J"	3	NA	NA	"Kakuyo Co., Ltd."
"org_IbU0MedgKOuyCpGIQnwy"	3	NA	NA	"CERALOC INNOVATION AB"
"org_iBv7UIXvyONZtkoy9irX"	3	NA	NA	"Daimler-Benz Aerospace AG"
"org_ibVoW3HugWcOQYEnlknf"	3	NA	NA	"Harmonicolor System Co., Ltd."
"org_IBxmhp7o1yhPOyfV3ELX"	2	NA	NA	"GE Oil & Gas Pressure Control LP"
"org_IcblgvWGjBYzeD7dGPtB"	3	NA	NA	"System Homes Company, Ltd."
"org_IcfOuAnVBns8jgchcgdd"	3	NA	NA	"IUCF-HYU (INDUSTRY-UNIVERSITY COOPERATION FOUNDATION HANYANG UNIVERSITY)"
"org_ICGHpf0jEo0yJUyR3oFs"	3	NA	NA	"Elite Semiconductor Memory Technology Inc."
"org_ICjMNgxZM3ty8RXxuQ6U"	3	NA	NA	"Precitronic Gesellschaft fur Feinmechanik und Electronic mbh"
"org_icjt5qAqUDpdmXeWrhBz"	3	NA	NA	"Petroleum Energy Center"
"org_IcTlQdl5OiipdweFEoeM"	2	NA	NA	"ATRP Solutions, Inc."
"org_iCu3uKOmFjV3QWNIZvKf"	2	NA	NA	"Elijah Tooling, Inc."
"org_iCveraW4y1D1czJAt77v"	3	NA	NA	"TEH YOR CO., LTD."
"org_ICvvWxOiYcvOZJUQeIHR"	2	NA	NA	"Oasys Water, Inc."
"org_icXvjoG2efvSR8wDNOEv"	3	NA	NA	"DOYO ENGINEERING CO., LTD."
"org_icYqi4Im2OL1YC1VzUsj"	3	NA	NA	"Robert Burkle GmbH"
"org_iD5sG5H0PJJsMPbSVUGh"	3	NA	NA	"Ceskoslovenska akademie ved"
"org_id8cwzfRKw6cUmrUFtZz"	2	NA	NA	"Gordos Corporation"
"org_iDcGkdj6rrpEcyrFxJnc"	2	NA	NA	"Plastofilm Industries, Inc."
"org_IdcRmAdKb6ugoNIFvEbm"	2	NA	NA	"Inhibikase Therapeutics, Inc."
"org_IDDdFzb0vkiLE9YT4Khd"	2	NA	NA	"WALGREEN CO."
"org_idLvnLjNpt7NSdgoDwPY"	2	NA	NA	"ANGUS Chemical Company"
"org_IDnLQlldCWgnOJ2t6ski"	2	NA	NA	"Lear Corporation"
"org_IDQRL909Chh24BmSgOpt"	3	NA	NA	"National Taiwan University of Science and Technology"
"org_IDW93k18d308l02SjIqZ"	3	NA	NA	"HEFEI XINSHENG OPTOELECTRONICS TECHNOLOGY CO., LTD."
"org_iE2eSWBG1ikSwLxDeNG1"	2	NA	NA	"Valterra Products, Inc."
"org_ieA5YBjeg4Z4Eqg4Emrw"	3	NA	NA	"Research Institute of Petroleum"
"org_IEB4TdscsXNRYjLqpigi"	3	NA	NA	"Thyssenkrupp Prazisionsschmiede GmbH"
"org_iEBKEVTR9Y1L17uLPm2k"	2	NA	NA	"Panasonic Automotive Systems Company of America, Division of Panasonic Corporation of North America"
"org_Iegd8JxWiQprQFVleQDC"	3	NA	NA	"GSF-Forschungszentrum fur Umwelt und Gesundheit GmbH"
"org_ieI5sHeipKj8p9y2Hwhu"	2	NA	NA	"Sperry Corporation"
"org_ieJnGusB1TMkYeXl0ZJb"	2	NA	NA	"Johnson Worldwide Associates, Inc."
"org_Ietj4eu7geoATbahTshv"	2	NA	NA	"KCI Licensing, Inc."
"org_ieVACzlgCOOcNgINdctT"	3	NA	NA	"Carl Zeiss Meditec AG"
"org_iEXDXQhA6vDIxEwiqnRq"	3	NA	NA	"Eschenbach Optik GmbH"
"org_iexXX16zdM7DR9xyFvnN"	2	NA	NA	"Tribute Creations, LLC"
"org_iEyu8MHC6cLXjJpEgYif"	2	NA	NA	"Channel One Communications, Inc."
"org_IF5lsV76a5rSgCqcxLVW"	2	NA	NA	"Rogers Corporation"
"org_IF8sX2iETqKfoOIoIUut"	2	NA	NA	"Inland Steel Company"
"org_IFAiFXqbSo2UZ3TN3DQl"	3	NA	NA	"Piccal Subsea Limited"
"org_IFbmbYteoE96TuzVpJPl"	2	NA	NA	"Advanced NMR Systems, Inc."
"org_IFBzIMsy4X2HoakM8sIc"	3	NA	NA	"Orient Semiconductor Electronics Limited"
"org_IfC8vSQ12jd32tM6byBE"	2	NA	NA	"Neurocardiac Innovations, LLC"
"org_ifcGWUR8fOQG2iHoWm3a"	3	NA	NA	"Kansei Corporation"
"org_IFHSja21UUG3kw8XULoL"	3	NA	NA	"PREVENTIVE MEDICAL HEALTH CARE CO., LTD."
"org_iFkn4jkyzGynjg2VwTUW"	2	NA	NA	"EVA Automation, Inc."
"org_IFm3vCNnrhUSZg23Q83c"	2	NA	NA	"SAES Pure Gas, Inc."
"org_iFutPSfz4osYdWWA5Ziz"	2	NA	NA	"WYKO, Inc."
"org_IFvvLVFiDJadTM8sBzih"	3	NA	NA	"LPKF Laser & Electronics AG"
"org_IfxihlIeP7RHzwio4vA5"	3	NA	NA	"La Telemecanique Electrique"
"org_ifzicUw1dGk2fVJRyCpo"	2	NA	NA	"Flexsteel Industries, Inc."
"org_IG0T73aVmA4aVeCvYmyY"	3	NA	NA	"Landemeco A/S"
"org_Ig4neIRbj3oTwzcwQqe9"	2	NA	NA	"SIKORSKY AIRCRAFT CORPORATION"
"org_Ig83WHEXZ0oqATxe7wTp"	3	NA	NA	"Galtronics Ltd."
"org_iGBjh4dLXCjB5CnQK06s"	2	NA	NA	"Tessera, Inc."
"org_iGHYecadsYExBbU1d99x"	3	NA	NA	"Verizon Argentina S.R.L."
"org_IgRKDkIrpbY2DTlmm9Lc"	3	NA	NA	"Intier Automotive Closures Inc."
"org_iGtF3bxdbshoyShfMKLv"	2	NA	NA	"AG Communication Systems Corporation"
"org_IGVQpaIvSGhwROHZbJKR"	3	NA	NA	"Heidel GmbH & Co. KG Werkzeug-u. Maschinenfabrikation"
"org_IGxiB5KUKpgWILPFnz9E"	3	NA	NA	"University of Saskatchewan"
"org_igxzkwbO4kvQDBIrQTCN"	3	NA	NA	"Ing. Erich Pfeiffer GmbH"
"org_igZpmuXue6DrlZGR2V44"	2	NA	NA	"Coherent, Inc."
"org_iH56zezBDsWN4YanEQj9"	2	NA	NA	"AMERICAN MEGATRENDS, INC."
"org_IH5D8Hav1avYDsVyr8AY"	3	NA	NA	"Dipharma Francis S.r.l."
"org_IH5peELaWR97krsX0leX"	2	NA	NA	"Teepak, Inc."
"org_iH8IW0fZY5pOtlI0zgBt"	3	NA	NA	"Zieh1-Abegg SE"
"org_iHeUHH1N33Zs9uO0d23V"	3	NA	NA	"TRW AIRBAG SYSTEMS GMBH"
"org_iHgqHVKEKLxta0NqgWb2"	3	NA	NA	"VARIOMED AG"
"org_IHHziDsqw3DI6O4pTykP"	2	NA	NA	"Acrison, Inc."
"org_iHiERh8fPgz7b31mNvwD"	2	NA	NA	"International Telephone and Telegraph Corporation"
"org_IHisoFOik2k0Hy7ezjUy"	2	NA	NA	"Westcast, Inc."
"org_ihomS2o0Ahj1B5nPXdFC"	3	NA	NA	"CULTIVATION SYSTEMS B.V."
"org_iHrASDSoKYSCJsHL3xGM"	2	NA	NA	"Rheox, Inc."
"org_iHsPX6TIejHM371ofCSb"	2	NA	NA	"E. R. Squibb & Sons, Inc."
"org_IHTEyZO4o0lPjBQrOhlY"	2	NA	NA	"Tolera Therapeutics, Inc."
"org_iHUR3TljW3OeGAlbGYnW"	3	NA	NA	"NEC ENERGY DEVICES, LTD."
"org_IHUvAiGGwimixbOD9aKy"	3	NA	NA	"Saurer Diederichs (Societe Anonyme)"
"org_IHVmuDeCePmtX1sFGiz3"	3	NA	NA	"NIPPON STEEL NISSHIN CO., LTD."
"org_ihwp5XmB8vg5cRBQIoC9"	2	NA	NA	"ISENSE MEDICAL CORP."
"org_IHy6hNhfQ25VGkTVqeJ6"	2	NA	NA	"TurnaSure LLC"
"org_Ii32LRyVP8b8jpW3yWcf"	2	NA	NA	"Sundstand Corporation"
"org_Ii6UUqAZPMRSRRnW676q"	2	NA	NA	"Azimuth Systems, Inc."
"org_II6wGG4hwXxycJaT8Nnk"	2	NA	NA	"Advanced Refrigeration Technology"
"org_ii8tJJ2DcEZejFRqJkeC"	2	NA	NA	"SIEMENS ENERGY, INC."
"org_iI97J5V0M1dxzAeW2ZZ6"	3	NA	NA	"INDUSTRY-ACADEMIC COOPERATION FOUNDATION, YONSEI UNIVERSITY"
"org_IIaR6NI468S2YzAK2gE0"	3	NA	NA	"Shinko Electric Industries Co., Ltd."
"org_iIc0TXUZ17Ifn1eLDXJu"	2	NA	NA	"INVISTA NORTH AMERICA S.A.R.L."
"org_iifroLob09V5DJzqw393"	2	NA	NA	"Wine Scanner Inc."
"org_IIJk0utZePNNZknmkJ7s"	3	NA	NA	"Yoshizuka Seiki Co., Ltd."
"org_iiQo6OmvzJQGIyoM8Kcl"	2	NA	NA	"Maxim Integrated Products, Inc."
"org_IItDOXEtrhEnZjJJqueR"	3	NA	NA	"Eudyna Devices Inc."
"org_IiWbsxdYv24WFS1sZ5cf"	2	NA	NA	"Trico Products Corporation"
"org_iIwmQz7wrtylp4hBV9FS"	3	NA	NA	"LG-Nortel Co., Ltd."
"org_ij8SkHlaU96vxr2GXuNV"	3	NA	NA	"Chiron Technolas GmbH Ophthalmologische Systeme"
"org_IJEHZosqlJpeNFugKUq8"	2	NA	NA	"Norfield Corporation"
"org_IJF5jhxAFWGZrfNBpWxp"	3	NA	NA	"KGT Giessereitechnik GmbH"
"org_IJgZHD4bhf6QLc1QNQhH"	3	NA	NA	"RECARO Aircraft Seating GmbH & Co. KG"
"org_IJjKmpv5yvXRgqbbgSge"	3	NA	NA	"Lenovo Enterprise Solutions (Singapore) Pte. Ltd."
"org_ijOfOtSa9ngJiHnVLRA9"	2	NA	NA	"Micrus Corporation"
"org_IjOMea94RkHX4kUUL8R2"	2	NA	NA	"Union Oil Company of California"
"org_IJTbyleANCIuxbG1Z9Xh"	2	NA	NA	"Omegamax Holding Company, LLC"
"org_iJUTcRKTKpKQ9fanbzfA"	2	NA	NA	"Boeckeler Instruments, Inc."
"org_ijZa6RVdaKwkfLtqabA5"	3	NA	NA	"N-trig Ltd."
"org_ik4Sfh01Sv3ggQmm4goJ"	3	NA	NA	"ABIOMED EUROPE GMBH"
"org_Ik6wMALh3OiEoiQbyrBA"	3	NA	NA	"Manor Engineering Company Limited"
"org_iKa01ahhwr4YmE12modD"	3	NA	NA	"Sagami Tsushin Kogyo Co., Ltd."
"org_Ikiw4Jq70IcGL3DGLtER"	2	NA	NA	"Standard-Knapp, Inc."
"org_ikLbnrRLKyb4xHMViCKr"	2	NA	NA	"Convergys CMG Utah, Inc."
"org_IKnfynGTE5H6sIlbW7vr"	3	NA	NA	"GREE, INC."
"org_iKo9sVtQYUn8jII4WCaC"	2	NA	NA	"FSR Inc."
"org_IKoz37DNW1wgkaxqe8j2"	3	NA	NA	"Mitsui Petrochemical Industries, Ltd."
"org_iKQyUU2yjRygi88amcGd"	3	NA	NA	"Den Norske Stats Oljeselskap A.S."
"org_ikR8pgsgaLEg9wdPqbYq"	2	NA	NA	"Millex, Inc."
"org_IkrdpueK03FODM2UJZpb"	2	NA	NA	"GTMAX, Inc."
"org_iKvpkXTuEZ7FGHSGx1ee"	2	NA	NA	"REM Technologies, Inc."
"org_ILcjnYVbq5ocqGif518f"	3	NA	NA	"AXAGARIUS GMBH & CO. KG"
"org_ILeJjTdcGKbhdBgWr7ZE"	3	NA	NA	"Alfa Laval Corporate AB"
"org_Ilk6bk8nKx471XlxigXR"	3	NA	NA	"Teijin Pharma Limited"
"org_Ilo40QcwB7vZkrvvrVst"	3	NA	NA	"Kyphon SÀRL"
"org_IlQZGyo9cgsTbVma2Ooz"	2	NA	NA	"CPC International Inc."
"org_ILTBqI4NhXUVtYmO9UoP"	2	NA	NA	"Capital One Services, LLC"
"org_iLuDQXramq1WvN3cfrOc"	2	NA	NA	"Life+Gear, Inc."
"org_ilYXffgJXAxvGZ1Z4nmR"	3	NA	NA	"Bionor Immuno As"
"org_ilZTmNhyKFMGBTiQ9ve1"	3	NA	NA	"DANYANG DANQI TEXTILE COMPANY LIMITED"
"org_iM4Yz8c03J0btjsZm1ys"	3	NA	NA	"Fuji Photo Film Co., Ltd."
"org_iMBEt4FEXkanbMkNFDyp"	3	NA	NA	"Matth. Hohner AG"
"org_IMeifi5HflRqrF52aTOZ"	3	NA	NA	"NATIONAL CHENG KUNG UNIVERSITY"
"org_ImhFGZp722lPtKpSKZjk"	3	NA	NA	"Yuan Mei Corp."
"org_iMhxp1PLdpQG8P1HrHP7"	2	NA	NA	"Foster Grant Co., Inc."
"org_ImkaDmwB0HD7xfdcR1lB"	3	NA	NA	"Seikosha Co., Ltd."
"org_iMoMwo8t9txvwO1oiBBR"	2	NA	NA	"Tobo, LLC"
"org_Imsqu9ZgLU5Jzk6WfZdV"	2	NA	NA	"Ensco International Incorporated"
"org_iMwBoB9inR7rC6EHtXpi"	2	NA	NA	"Hendry Mechanical Works"
"org_IMXQLSwjMzehoB8EQvOP"	7	NA	NA	"Societe Nationale Elf Aquitanie (produciton)"
"org_iMy8JwmIN7PaeOtoN7tt"	3	NA	NA	"The Director-General of the Institute of Space and Astronautical Science"
"org_iMybCbfobAXbOPbS8gCb"	3	NA	NA	"CHENGDU BOE OPTOELECTRONICS TECHNOLOGY CO., LTD."
"org_IMyc14egTUi1yuNxYhES"	3	NA	NA	"Dong A Pharm Co., Ltd."
"org_iMYz8Diw4EnsrpAZM884"	3	NA	NA	"RENEW GROUP PRIVATE LIMITED"
"org_iN4nkMDbDkt65fzAUUIK"	3	NA	NA	"HENRY SQUIRE & SONS LTD"
"org_inaCmxJtLXh8MvWfiJ26"	3	NA	NA	"Nordic Sport Production I Arvidsjaur AB"
"org_iNBRBFI5AROwVKu6k3Si"	2	NA	NA	"JJK Holdings, LLC"
"org_INBtgbPrKTg0w0GCcSv3"	2	NA	NA	"Grifols Therapeutics Inc."
"org_iNfP4S3mtxj0NafF9pBX"	3	NA	NA	"SAIC MOTOR CORPORATION LIMITED"
"org_InMpPVb6s1OaCiA5lrUA"	3	NA	NA	"Picanol N.V."
"org_iNT7wA63lACVfODZ9sva"	3	NA	NA	"Krupp VDM GmbH"
"org_inUciIm7BPGss8jVHt72"	2	NA	NA	"Poshmark, Inc."
"org_InvNqHHjHca5UaUhi5Vy"	2	NA	NA	"Danek Medical, Inc."
"org_InXTSeG3hrQn5NFtp4SK"	2	NA	NA	"White Consolidated Industries, Inc."
"org_io2Y1j94vbfiibKeyx12"	3	NA	NA	"D. Swarovski & Co., Glasschleiferei"
"org_io5KYmcXa8TFwgE5CbwZ"	3	NA	NA	"MBBS Holding S.A."
"org_IO5sc7ESXhhPrSCRDKXk"	3	NA	NA	"The Hong Kong University of Science and Technology"
"org_IO67pxwSeh6ugqCpkNFa"	3	NA	NA	"Otto Bock Healthcare GmbH"
